,เบอร์,ผลรวม,เครือข่าย,โปร,ราคา,สถานะ,ผู้ขาย,,
380,084-242-6541,36,TRUE,เติมเงิน,"14,900",,,,
381,096-242-6564,44,TRUE,เติมเงิน,"14,900",,,,
382,083-242-8265,40,TRUE,เติมเงิน,"29,900",,,,
383,090-242-9395,43,TRUE,เติมเงิน,"29,900",,,,
384,096-146-4156,42,TRUE,เติมเงิน,"29,900",,,,
385,096-242-9454,45,TRUE,เติมเงิน,"14,900",,,,
386,096-242-9459,50,TRUE,เติมเงิน,"34,900",,,,
387,096-242-9514,42,TRUE,เติมเงิน,"14,900",,,,
388,096-242-9545,46,TRUE,เติมเงิน,"29,900",,,,
389,096-242-9954,50,TRUE,เติมเงิน,"12,900",,,,
390,096-245-1645,42,TRUE,เติมเงิน,"32,900",,,,
391,096-245-1924,42,TRUE,เติมเงิน,"12,900",,,,
392,096-245-1951,42,TRUE,เติมเงิน,"19,900",,,,
393,097-245-3265,43,TRUE,เติมเงิน,"29,900",,,,
394,096-245-4156,42,TRUE,เติมเงิน,"32,900",,,,
395,096-245-4165,42,TRUE,เติมเงิน,"29,900",,,,
396,096-245-4195,45,TRUE,เติมเงิน,"29,900",,,,
397,096-245-4245,41,TRUE,เติมเงิน,"32,900",,,,
398,084-245-4495,45,TRUE,เติมเงิน,"29,900",,,,
399,096-245-4651,42,TRUE,เติมเงิน,"14,900",,,,
400,097-245-4663,46,TRUE,เติมเงิน,"19,900",,,,
401,096-245-4695,50,TRUE,เติมเงิน,"29,900",,,,
402,096-245-4965,50,TRUE,เติมเงิน,"29,900",,,,
403,096-245-5465,46,TRUE,เติมเงิน,"29,900",,,,
404,084-245-5616,41,TRUE,เติมเงิน,"14,900",,,,
405,096-245-5645,46,TRUE,เติมเงิน,"32,900",,,,
406,084-245-5646,44,TRUE,เติมเงิน,"14,900",,,,
407,096-245-6145,42,TRUE,เติมเงิน,"32,900",,,,
408,096-245-6154,42,TRUE,เติมเงิน,"12,900",,,,
409,096-245-6165,44,TRUE,เติมเงิน,"29,900",,,,
410,084-245-6241,36,TRUE,เติมเงิน,"14,900",,,,
411,096-245-6246,44,TRUE,เติมเงิน,"14,900",,,,
412,080-245-6356,39,TRUE,เติมเงิน,"32,900",,,,
413,096-245-6415,42,TRUE,เติมเงิน,"32,900",,,,
414,096-245-6424,42,TRUE,เติมเงิน,"14,900",,,,
415,096-245-6451,42,TRUE,เติมเงิน,"14,900",,,,
416,096-245-6545,46,TRUE,เติมเงิน,"32,900",,,,
417,090-245-6566,43,TRUE,เติมเงิน,"11,900",,,,
418,084-245-6624,41,TRUE,เติมเงิน,"12,900",,,,
419,096-245-9145,45,TRUE,เติมเงิน,"32,900",,,,
420,096-245-9151,42,TRUE,เติมเงิน,"14,900",,,,
421,096-245-9245,46,TRUE,เติมเงิน,"32,900",,,,
422,096-245-9514,45,TRUE,เติมเงิน,"14,900",,,,
423,084-245-9624,44,TRUE,เติมเงิน,"14,900",,,,
424,096-246-1419,42,TRUE,เติมเงิน,"29,900",,,,
425,096-246-1545,42,TRUE,เติมเงิน,"29,900",,,,
426,084-246-1646,41,TRUE,เติมเงิน,"12,900",,,,
427,096-246-1656,45,TRUE,เติมเงิน,"29,900",,,,
428,096-246-1954,46,TRUE,เติมเงิน,"14,900",,,,
429,084-246-1956,45,TRUE,เติมเงิน,"29,900",,,,
430,096-246-2454,42,TRUE,เติมเงิน,"14,900",,,,
431,096-246-2915,44,TRUE,เติมเงิน,"29,900",,,,
432,084-246-2924,41,TRUE,เติมเงิน,"14,900",,,,
433,096-246-2951,44,TRUE,เติมเงิน,"19,900",,,,
434,084-246-2954,44,TRUE,เติมเงิน,"14,900",,,,
435,096-246-4245,42,TRUE,เติมเงิน,"29,900",,,,
436,096-246-4465,46,TRUE,เติมเงิน,"29,900",,,,
437,096-246-4515,42,TRUE,เติมเงิน,"29,900",,,,
438,096-246-4546,46,TRUE,เติมเงิน,"14,900",,,,
439,096-246-4564,46,TRUE,เติมเงิน,"14,900",,,,
440,096-246-4924,46,TRUE,เติมเงิน,"14,900",,,,
441,096-246-4951,46,TRUE,เติมเงิน,"19,900",,,,
442,084-246-4954,46,TRUE,เติมเงิน,"14,900",,,,
443,096-246-4965,51,TRUE,เติมเงิน,"29,900",,,,
444,096-246-5145,42,TRUE,เติมเงิน,"29,900",,,,
445,096-246-5154,42,TRUE,เติมเงิน,"14,900",,,,
446,096-246-5415,42,TRUE,เติมเงิน,"29,900",,,,
447,096-246-5424,42,TRUE,เติมเงิน,"14,900",,,,
448,096-246-5451,42,TRUE,เติมเงิน,"14,900",,,,
449,096-246-5464,46,TRUE,เติมเงิน,"14,900",,,,
450,096-246-5495,50,TRUE,เติมเงิน,"29,900",,,,
451,096-246-5514,42,TRUE,เติมเงิน,"14,900",,,,
452,096-246-5541,42,TRUE,เติมเงิน,"14,900",,,,
453,096-246-5919,51,TRUE,เติมเงิน,"29,900",,,,
454,096-246-6151,40,TRUE,เติมเงิน,"14,900",,,,
455,084-246-6191,41,TRUE,เติมเงิน,"14,900",,,,
456,084-246-6393,45,TRUE,เติมเงิน,"17,900",,,,
457,084-246-6494,47,TRUE,เติมเงิน,"14,900",,,,
458,096-246-6495,51,TRUE,เติมเงิน,"29,900",,,,
459,080-246-6545,40,TRUE,เติมเงิน,"29,900",,,,
460,084-246-6514,40,TRUE,เติมเงิน,"14,900",,,,
461,084-246-6591,45,TRUE,เติมเงิน,"14,900",,,,
462,084-246-6929,50,TRUE,เติมเงิน,"29,900",,,,
463,084-246-6941,44,TRUE,เติมเงิน,"14,900",,,,
464,096-246-6954,51,TRUE,เติมเงิน,"14,900",,,,
465,084-246-6961,46,TRUE,เติมเงิน,"14,900",,,,
466,084-246-9146,44,TRUE,เติมเงิน,"12,900",,,,
467,096-246-9415,46,TRUE,เติมเงิน,"29,900",,,,
468,096-246-9424,46,TRUE,เติมเงิน,"14,900",,,,
469,096-246-9459,54,TRUE,เติมเงิน,"34,900",,,,
470,097-246-9659,57,TRUE,เติมเงิน,"34,900",,,,
471,084-246-9945,51,TRUE,เติมเงิน,"29,900",,,,
472,084-246-9954,51,TRUE,เติมเงิน,"14,900",,,,
473,096-246-9954,54,TRUE,เติมเงิน,"14,900",,,,
474,084-249-1454,41,TRUE,เติมเงิน,"14,900",,,,
475,084-249-1464,42,TRUE,เติมเงิน,"14,900",,,,
476,096-249-1465,46,TRUE,เติมเงิน,"29,900",,,,
477,084-249-1495,46,TRUE,เติมเงิน,"32,900",,,,
478,096-249-1519,46,TRUE,เติมเงิน,"32,900",,,,
479,096-249-1595,50,TRUE,เติมเงิน,"32,900",,,,
480,080-249-1953,41,TRUE,เติมเงิน,"19,900",,,,
481,084-249-1954,46,TRUE,เติมเงิน,"14,900",,,,
482,084-249-1959,51,TRUE,เติมเงิน,"34,900",,,,
483,096-249-1959,54,TRUE,เติมเงิน,"34,900",,,,
484,080-249-1979,49,TRUE,เติมเงิน,"24,900",,,,
485,081-249-2365,40,TRUE,เติมเงิน,"29,900",,,,
486,096-249-2414,41,TRUE,เติมเงิน,"14,900",,,,
487,096-249-2415,42,TRUE,เติมเงิน,"32,900",,,,
488,096-249-2451,42,TRUE,เติมเงิน,"14,900",,,,
489,096-249-2464,46,TRUE,เติมเงิน,"14,900",,,,
490,096-249-2495,50,TRUE,เติมเงิน,"32,900",,,,
491,084-249-2645,44,TRUE,เติมเงิน,"32,900",,,,
492,096-249-2954,50,TRUE,เติมเงิน,"14,900",,,,
493,097-249-3651,46,TRUE,เติมเงิน,"14,900",,,,
494,084-249-4145,41,TRUE,เติมเงิน,"32,900",,,,
495,096-249-4145,44,TRUE,เติมเงิน,"32,900",,,,
496,084-249-4146,42,TRUE,เติมเงิน,"12,900",,,,
497,096-249-4151,41,TRUE,เติมเงิน,"14,900",,,,
498,084-249-4154,41,TRUE,เติมเงิน,"14,900",,,,
499,096-249-4154,44,TRUE,เติมเงิน,"14,900",,,,
500,096-249-4156,46,TRUE,เติมเงิน,"29,900",,,,
501,096-249-4165,46,TRUE,เติมเงิน,"29,900",,,,
502,096-249-4295,50,TRUE,เติมเงิน,"32,900",,,,
503,084-249-4451,41,TRUE,เติมเงิน,"14,900",,,,
504,096-249-4565,50,TRUE,เติมเงิน,"29,900",,,,
505,083-249-4594,48,TRUE,เติมเงิน,"14,900",,,,
506,096-249-4659,54,TRUE,เติมเงิน,"34,900",,,,
507,096-249-5564,50,TRUE,เติมเงิน,"14,900",,,,
508,096-249-5919,54,TRUE,เติมเงิน,"29,900",,,,
509,096-249-5929,55,TRUE,เติมเงิน,"29,900",,,,
510,084-249-5946,51,TRUE,เติมเงิน,"14,900",,,,
511,084-249-6146,44,TRUE,เติมเงิน,"12,900",,,,
512,084-249-6151,40,TRUE,เติมเงิน,"14,900",,,,
513,084-249-6246,45,TRUE,เติมเงิน,"14,900",,,,
514,084-249-6264,45,TRUE,เติมเงิน,"14,900",,,,
515,096-249-6451,46,TRUE,เติมเงิน,"14,900",,,,
516,096-249-6459,54,TRUE,เติมเงิน,"34,900",,,,
517,097-249-6459,55,TRUE,เติมเงิน,"34,900",,,,
518,096-249-6495,54,TRUE,เติมเงิน,"32,900",,,,
519,096-249-6545,50,TRUE,เติมเงิน,"39,900",,,,
520,090-249-6616,43,TRUE,เติมเงิน,"12,900",,,,
521,096-249-6645,51,TRUE,เติมเงิน,"32,900",,,,
522,084-249-6945,51,TRUE,เติมเงิน,"39,900",,,,
523,096-249-6945,54,TRUE,เติมเงิน,"39,900",,,,
524,084-249-8245,46,TRUE,เติมเงิน,"39,900",,,,
525,083-249-8939,55,TRUE,เติมเงิน,"29,900",,,,
526,096-249-8964,57,TRUE,เติมเงิน,"14,900",,,,
527,084-249-9145,46,TRUE,เติมเงิน,"39,900",,,,
528,096-249-9151,46,TRUE,เติมเงิน,"14,900",,,,
529,084-249-9195,51,TRUE,เติมเงิน,"32,900",,,,
530,096-249-9245,50,TRUE,เติมเงิน,"39,900",,,,
531,096-249-9246,51,TRUE,เติมเงิน,"12,900",,,,
532,084-249-9415,46,TRUE,เติมเงิน,"39,900",,,,
533,084-249-9451,46,TRUE,เติมเงิน,"14,900",,,,
534,096-249-9465,54,TRUE,เติมเงิน,"29,900",,,,
535,084-249-9495,54,TRUE,เติมเงิน,"32,900",,,,
536,084-249-9514,46,TRUE,เติมเงิน,"14,900",,,,
537,084-249-9549,54,TRUE,เติมเงิน,"29,900",,,,
538,096-249-9564,54,TRUE,เติมเงิน,"14,900",,,,
539,095-249-9899,64,TRUE,เติมเงิน,"29,900",,,,
540,084-261-4151,32,TRUE,เติมเงิน,"19,900",,,,
541,084-261-4191,36,TRUE,เติมเงิน,"14,900",,,,
542,084-261-4195,40,TRUE,เติมเงิน,"29,900",,,,
543,084-261-4245,36,TRUE,เติมเงิน,"32,900",,,,
544,084-261-4295,41,TRUE,เติมเงิน,"29,900",,,,
545,090-261-4465,37,TRUE,เติมเงิน,"29,900",,,,
546,084-261-4515,36,TRUE,เติมเงิน,"32,900",,,,
547,084-261-4645,40,TRUE,เติมเงิน,"32,900",,,,
548,084-261-4691,41,TRUE,เติมเงิน,"14,900",,,,
549,084-261-4694,44,TRUE,เติมเงิน,"14,900",,,,
550,084-261-5195,41,TRUE,เติมเงิน,"29,900",,,,
551,084-261-5645,41,TRUE,เติมเงิน,"32,900",,,,
552,083-261-6359,43,TRUE,เติมเงิน,"39,900",,,,
553,084-261-6564,42,TRUE,เติมเงิน,"14,900",,,,
554,084-261-6914,41,TRUE,เติมเงิน,"14,900",,,,
555,097-261-6951,46,TRUE,เติมเงิน,"19,900",,,,
556,064-261-9164,39,TRUE,เติมเงิน,"14,900",,,,
557,084-261-9245,41,TRUE,เติมเงิน,"32,900",,,,
558,084-261-9451,40,TRUE,เติมเงิน,"19,900",,,,
559,064-261-9645,43,TRUE,เติมเงิน,"32,900",,,,
560,084-261-9646,46,TRUE,เติมเงิน,"14,900",,,,
561,084-261-9915,45,TRUE,เติมเงิน,"32,900",,,,
562,080-261-9929,46,TRUE,เติมเงิน,"29,900",,,,
563,096-262-9151,41,TRUE,เติมเงิน,"22,900",,,,
564,097-262-9553,48,TRUE,เติมเงิน,"17,900",,,,
565,097-262-9695,55,TRUE,เติมเงิน,"29,900",,,,
566,095-262-3265,40,TRUE,เติมเงิน,"29,900",,,,
567,097-262-3646,45,TRUE,เติมเงิน,"14,900",,,,
568,097-262-4235,40,TRUE,เติมเงิน,"32,900",,,,
569,097-262-4645,45,TRUE,เติมเงิน,"32,900",,,,
570,097-262-6956,52,TRUE,เติมเงิน,"29,900",,,,
571,064-263-2324,32,TRUE,เติมเงิน,"14,900",,,,
572,096-263-2665,45,TRUE,เติมเงิน,"29,900",,,,
573,090-263-5565,41,TRUE,เติมเงิน,"29,900",,,,
574,090-263-9515,40,TRUE,เติมเงิน,"32,900",,,,
575,083-263-9795,52,TRUE,เติมเงิน,"32,900",,,,
576,083-263-9951,46,TRUE,เติมเงิน,"22,900",,,,
577,090-263-9951,44,TRUE,เติมเงิน,"22,900",,,,
578,064-264-1564,38,TRUE,เติมเงิน,"14,900",,,,
579,084-264-1645,40,TRUE,เติมเงิน,"32,900",,,,
580,096-264-1656,45,TRUE,เติมเงิน,"32,900",,,,
581,084-264-1946,44,TRUE,เติมเงิน,"12,900",,,,
582,095-264-1995,50,TRUE,เติมเงิน,"29,900",,,,
583,096-264-2454,42,TRUE,เติมเงิน,"14,900",,,,
584,084-264-2694,45,TRUE,เติมเงิน,"14,900",,,,
585,084-264-2829,45,TRUE,เติมเงิน,"44,900",,,,
586,096-264-4154,41,TRUE,เติมเงิน,"14,900",,,,
587,096-264-4195,46,TRUE,เติมเงิน,"29,900",,,,
588,095-264-4245,41,TRUE,เติมเงิน,"32,900",,,,
589,096-264-4245,42,TRUE,เติมเงิน,"32,900",,,,
590,084-264-4291,40,TRUE,เติมเงิน,"14,900",,,,
591,084-264-4295,44,TRUE,เติมเงิน,"29,900",,,,
592,096-264-4515,42,TRUE,เติมเงิน,"32,900",,,,
593,096-264-4541,41,TRUE,เติมเงิน,"14,900",,,,
594,096-264-4546,46,TRUE,เติมเงิน,"14,900",,,,
595,096-264-4564,46,TRUE,เติมเงิน,"14,900",,,,
596,096-264-4591,46,TRUE,เติมเงิน,"14,900",,,,
597,095-264-4515,41,TRUE,เติมเงิน,"32,900",,,,
598,084-264-4615,40,TRUE,เติมเงิน,"32,900",,,,
599,096-264-4641,42,TRUE,เติมเงิน,"14,900",,,,
600,096-264-4645,46,TRUE,เติมเงิน,"32,900",,,,
601,095-264-4956,50,TRUE,เติมเงิน,"32,900",,,,
602,096-264-4956,51,TRUE,เติมเงิน,"32,900",,,,
603,096-264-4959,54,TRUE,เติมเงิน,"39,900",,,,
604,096-264-5145,42,TRUE,เติมเงิน,"32,900",,,,
605,096-264-5154,42,TRUE,เติมเงิน,"14,900",,,,
606,084-264-5191,40,TRUE,เติมเงิน,"14,900",,,,
607,080-264-5351,34,TRUE,เติมเงิน,"22,900",,,,
608,096-264-5424,42,TRUE,เติมเงิน,"14,900",,,,
609,096-264-5429,47,TRUE,เติมเงิน,"29,900",,,,
610,096-264-5464,46,TRUE,เติมเงิน,"14,900",,,,
611,096-264-5514,42,TRUE,เติมเงิน,"14,900",,,,
612,096-264-5541,42,TRUE,เติมเงิน,"14,900",,,,
613,096-264-5549,50,TRUE,เติมเงิน,"29,900",,,,
614,096-264-5594,50,TRUE,เติมเงิน,"14,900",,,,
615,095-264-5614,42,TRUE,เติมเงิน,"14,900",,,,
616,096-264-5945,50,TRUE,เติมเงิน,"32,900",,,,
617,096-264-5954,50,TRUE,เติมเงิน,"14,900",,,,
618,080-264-6151,33,TRUE,เติมเงิน,"22,900",,,,
619,084-264-6154,40,TRUE,เติมเงิน,"14,900",,,,
620,080-264-6493,42,TRUE,เติมเงิน,"17,900",,,,
621,084-264-6695,50,TRUE,เติมเงิน,"29,900",,,,
622,084-264-6951,45,TRUE,เติมเงิน,"22,900",,,,
623,084-264-9164,44,TRUE,เติมเงิน,"14,900",,,,
624,084-264-9264,45,TRUE,เติมเงิน,"14,900",,,,
625,095-264-9455,49,TRUE,เติมเงิน,"32,900",,,,
626,096-264-9545,50,TRUE,เติมเงิน,"32,900",,,,
627,084-264-9549,51,TRUE,เติมเงิน,"29,900",,,,
628,084-264-9616,46,TRUE,เติมเงิน,"12,900",,,,
629,090-264-9646,46,TRUE,เติมเงิน,"14,900",,,,
630,083-264-9664,48,TRUE,เติมเงิน,"12,900",,,,
631,097-264-9953,54,TRUE,เติมเงิน,"17,900",,,,
632,096-264-9954,54,TRUE,เติมเงิน,"12,900",,,,
633,096-265-1656,46,TRUE,เติมเงิน,"39,900",,,,
634,096-265-1965,49,TRUE,เติมเงิน,"34,900",,,,
635,096-265-4145,42,TRUE,เติมเงิน,"39,900",,,,
636,096-265-4154,42,TRUE,เติมเงิน,"14,900",,,,
637,096-265-4415,42,TRUE,เติมเงิน,"34,900",,,,
638,096-265-4451,42,TRUE,เติมเงิน,"22,900",,,,
639,096-265-4514,42,TRUE,เติมเงิน,"14,900",,,,
640,096-265-4651,44,TRUE,เติมเงิน,"24,900",,,,
641,096-265-4954,50,TRUE,เติมเงิน,"14,900",,,,
642,096-265-5191,44,TRUE,เติมเงิน,"14,900",,,,
643,096-265-5414,42,TRUE,เติมเงิน,"14,900",,,,
644,095-265-5419,46,TRUE,เติมเงิน,"29,900",,,,
645,096-265-5495,51,TRUE,เติมเงิน,"34,900",,,,
646,083-265-5663,44,TRUE,เติมเงิน,"17,900",,,,
647,096-265-6154,44,TRUE,เติมเงิน,"14,900",,,,
648,097-265-6364,48,TRUE,เติมเงิน,"14,900",,,,
649,096-265-6956,54,TRUE,เติมเงิน,"39,900",,,,
650,097-265-9197,55,TRUE,เติมเงิน,"32,900",,,,
651,096-265-9454,50,TRUE,เติมเงิน,"14,900",,,,
652,096-265-9545,51,TRUE,เติมเงิน,"39,900",,,,
653,080-265-9656,47,TRUE,เติมเงิน,"39,900",,,,
654,096-265-9656,54,TRUE,เติมเงิน,"39,900",,,,
655,084-269-1415,40,TRUE,เติมเงิน,"32,900",,,,
656,090-269-1423,36,TRUE,เติมเงิน,"17,900",,,,
657,080-269-1424,36,TRUE,เติมเงิน,"14,900",,,,
658,096-269-1454,46,TRUE,เติมเงิน,"14,900",,,,
659,084-269-1464,44,TRUE,เติมเงิน,"14,900",,,,
660,084-269-1645,45,TRUE,เติมเงิน,"32,900",,,,
661,084-269-1695,50,TRUE,เติมเงิน,"32,900",,,,
662,084-269-1956,50,TRUE,เติมเงิน,"29,900",,,,
663,084-269-1965,50,TRUE,เติมเงิน,"34,900",,,,
664,084-269-2245,42,TRUE,เติมเงิน,"32,900",,,,
665,084-269-2265,44,TRUE,เติมเงิน,"32,900",,,,
666,096-269-2294,49,TRUE,เติมเงิน,"14,900",,,,
667,096-269-2359,51,TRUE,เติมเงิน,"39,900",,,,
668,084-269-2414,40,TRUE,เติมเงิน,"14,900",,,,
669,080-269-2459,45,TRUE,เติมเงิน,"39,900",,,,
670,090-269-2495,46,TRUE,เติมเงิน,"32,900",,,,
671,084-269-2645,46,TRUE,เติมเงิน,"32,900",,,,
672,090-269-2694,47,TRUE,เติมเงิน,"14,900",,,,
673,084-269-2695,51,TRUE,เติมเงิน,"32,900",,,,
674,097-269-3616,49,TRUE,เติมเงิน,"14,900",,,,
675,096-269-3639,53,TRUE,เติมเงิน,"29,900",,,,
676,084-269-4151,40,TRUE,เติมเงิน,"22,900",,,,
677,080-269-4551,40,TRUE,เติมเงิน,"19,900",,,,
678,095-269-4654,50,TRUE,เติมเงิน,"14,900",,,,
679,084-269-4656,50,TRUE,เติมเงิน,"34,900",,,,
680,097-269-5545,52,TRUE,เติมเงิน,"32,900",,,,
681,084-269-4959,56,TRUE,เติมเงิน,"39,900",,,,
682,084-269-5165,46,TRUE,เติมเงิน,"34,900",,,,
683,084-269-5451,44,TRUE,เติมเงิน,"24,900",,,,
684,096-269-5495,55,TRUE,เติมเงิน,"32,900",,,,
685,064-269-5646,48,TRUE,เติมเงิน,"14,900",,,,
686,084-269-5646,50,TRUE,เติมเงิน,"14,900",,,,
687,084-269-6151,42,TRUE,เติมเงิน,"24,900",,,,
688,084-269-6195,50,TRUE,เติมเงิน,"32,900",,,,
689,084-269-6645,50,TRUE,เติมเงิน,"32,900",,,,
690,090-269-6656,49,TRUE,เติมเงิน,"32,900",,,,
691,084-269-6695,55,TRUE,เติมเงิน,"32,900",,,,
692,083-269-7995,58,TRUE,เติมเงิน,"32,900",,,,
693,083-269-8235,46,TRUE,เติมเงิน,"39,900",,,,
694,090-269-8245,45,TRUE,เติมเงิน,"39,900",,,,
695,084-269-8265,50,TRUE,เติมเงิน,"34,900",,,,
696,095-269-8799,64,TRUE,เติมเงิน,"29,900",,,,
697,084-269-8946,56,TRUE,เติมเงิน,"19,900",,,,
698,090-269-8949,56,TRUE,เติมเงิน,"29,900",,,,
699,097-269-9164,53,TRUE,เติมเงิน,"14,900",,,,
700,080-269-9199,53,TRUE,เติมเงิน,"29,900",,,,
701,096-269-9454,54,TRUE,เติมเงิน,"14,900",,,,
702,096-269-9459,59,TRUE,เติมเงิน,"39,900",,,,
703,080-269-9623,45,TRUE,เติมเงิน,"17,900",,,,
704,084-269-9651,50,TRUE,เติมเงิน,"24,900",,,,
705,090-282-2919,42,TRUE,เติมเงิน,"29,900",,,,
706,064-282-3295,41,TRUE,เติมเงิน,"34,900",,,,
707,090-282-4429,40,TRUE,เติมเงิน,"29,900",,,,
708,097-282-4616,45,TRUE,เติมเงิน,"19,900",,,,
709,097-282-4959,55,TRUE,เติมเงิน,"39,900",,,,
710,090-282-6945,45,TRUE,เติมเงิน,"39,900",,,,
711,090-282-6946,46,TRUE,เติมเงิน,"22,900",,,,
712,090-282-6951,42,TRUE,เติมเงิน,"24,900",,,,
713,080-282-9916,45,TRUE,เติมเงิน,"19,900",,,,
714,083-428-7956,52,TRUE,เติมเงิน,"32,900",,,,
715,097-287-9299,62,TRUE,เติมเงิน,"29,900",,,,
716,095-287-9365,54,TRUE,เติมเงิน,"39,900",,,,
717,096-287-9395,58,TRUE,เติมเงิน,"34,900",,,,
718,097-287-9455,56,TRUE,เติมเงิน,"29,900",,,,
719,064-287-9787,58,TRUE,เติมเงิน,"34,900",,,,
720,064-287-9956,56,TRUE,เติมเงิน,"32,900",,,,
721,095-287-9964,59,TRUE,เติมเงิน,"17,900",,,,
722,090-323-2249,34,TRUE,เติมเงิน,"29,900",,,,
723,095-323-2391,37,TRUE,เติมเงิน,"14,900",,,,
724,090-323-5655,38,TRUE,เติมเงิน,"29,900",,,,
725,097-323-6156,42,TRUE,เติมเงิน,"32,900",,,,
726,080-323-9519,40,TRUE,เติมเงิน,"39,900",,,,
727,097-323-9646,49,TRUE,เติมเงิน,"19,900",,,,
728,080-324-1426,30,TRUE,เติมเงิน,"19,900",,,,
729,080-324-1463,31,TRUE,เติมเงิน,"17,900",,,,
730,090-324-1923,33,TRUE,เติมเงิน,"17,900",,,,
731,080-324-1926,35,TRUE,เติมเงิน,"19,900",,,,
732,097-324-2249,42,TRUE,เติมเงิน,"29,900",,,,
733,095-324-2646,41,TRUE,เติมเงิน,"19,900",,,,
734,090-324-2919,39,TRUE,เติมเงิน,"29,900",,,,
735,080-324-4989,47,TRUE,เติมเงิน,"34,900",,,,
736,095-324-6295,45,TRUE,เติมเงิน,"34,900",,,,
737,080-324-6355,36,TRUE,เติมเงิน,"29,900",,,,
738,095-324-6619,45,TRUE,เติมเงิน,"29,900",,,,
739,080-324-6653,37,TRUE,เติมเงิน,"17,900",,,,
740,080-324-9153,35,TRUE,เติมเงิน,"17,900",,,,
741,080-324-9159,41,TRUE,เติมเงิน,"39,900",,,,
742,095-324-9665,49,TRUE,เติมเงิน,"34,900",,,,
743,080-324-9895,48,TRUE,เติมเงิน,"34,900",,,,
744,080-326-1461,31,TRUE,เติมเงิน,"14,900",,,,
745,083-269-1663,44,TRUE,เติมเงิน,"17,900",,,,
746,097-326-1926,45,TRUE,เติมเงิน,"19,900",,,,
747,090-326-2351,31,TRUE,เติมเงิน,"24,900",,,,
748,080-326-2944,38,TRUE,เติมเงิน,"14,900",,,,
749,090-326-2995,45,TRUE,เติมเงิน,"34,900",,,,
750,095-326-4515,40,TRUE,เติมเงิน,"34,900",,,,
751,096-326-4695,50,TRUE,เติมเงิน,"34,900",,,,
752,064-326-5354,38,TRUE,เติมเงิน,"17,900",,,,
753,080-326-5366,39,TRUE,เติมเงิน,"19,900",,,,
754,097-326-5536,46,TRUE,เติมเงิน,"19,900",,,,
755,095-326-6154,41,TRUE,เติมเงิน,"17,900",,,,
756,096-326-6265,45,TRUE,เติมเงิน,"34,900",,,,
757,064-326-6566,44,TRUE,เติมเงิน,"12,900",,,,
