,เบอร์,ผลรวม,เครือข่าย,โปร,ราคา,สถานะ,ผู้ขาย,,
758,080-326-6924,40,TRUE,เติมเงิน,"17,900",,,,
759,080-326-9651,40,TRUE,เติมเงิน,"24,900",,,,
760,097-328-2261,40,TRUE,เติมเงิน,"14,900",,,,
761,080-328-2961,39,TRUE,เติมเงิน,"14,900",,,,
762,097-328-7955,55,TRUE,เติมเงิน,"29,900",,,,
763,096-329-1951,45,TRUE,เติมเงิน,"24,900",,,,
764,080-329-1995,46,TRUE,เติมเงิน,"34,900",,,,
765,095-329-2245,41,TRUE,เติมเงิน,"29,900",,,,
766,096-329-2656,48,TRUE,เติมเงิน,"32,900",,,,
767,097-329-2945,50,TRUE,เติมเงิน,"34,900",,,,
768,064-329-3659,47,TRUE,เติมเงิน,"39,900",,,,
769,080-329-3953,42,TRUE,เติมเงิน,"17,900",,,,
770,097-329-4229,47,TRUE,เติมเงิน,"29,900",,,,
771,096-329-4246,45,TRUE,เติมเงิน,"19,900",,,,
772,097-329-4597,55,TRUE,เติมเงิน,"12,900",,,,
773,090-329-4995,50,TRUE,เติมเงิน,"34,900",,,,
774,097-329-5916,51,TRUE,เติมเงิน,"19,900",,,,
775,064-329-6235,40,TRUE,เติมเงิน,"39,900",,,,
776,080-329-6691,44,TRUE,เติมเงิน,"14,900",,,,
777,080-329-6914,42,TRUE,เติมเงิน,"17,900",,,,
778,090-329-6995,52,TRUE,เติมเงิน,"34,900",,,,
779,064-329-8939,53,TRUE,เติมเงิน,"29,900",,,,
780,096-329-8951,52,TRUE,เติมเงิน,"27,900",,,,
781,097-329-9365,53,TRUE,เติมเงิน,"34,900",,,,
782,080-351-4293,35,TRUE,เติมเงิน,"17,900",,,,
783,096-351-6326,41,TRUE,เติมเงิน,"19,900",,,,
784,080-351-6553,36,TRUE,เติมเงิน,"17,900",,,,
785,080-351-9399,47,TRUE,เติมเงิน,"29,900",,,,
786,080-351-9646,42,TRUE,เติมเงิน,"19,900",,,,
787,096-353-2395,45,TRUE,เติมเงิน,"34,900",,,,
788,097-353-2653,43,TRUE,เติมเงิน,"17,900",,,,
789,095-353-2965,47,TRUE,เติมเงิน,"34,900",,,,
790,097-353-5956,52,TRUE,เติมเงิน,"32,900",,,,
791,097-354-2353,41,TRUE,เติมเงิน,"17,900",,,,
792,097-354-2923,44,TRUE,เติมเงิน,"17,900",,,,
793,097-354-6356,48,TRUE,เติมเงิน,"32,900",,,,
794,095-354-6654,47,TRUE,เติมเงิน,"17,900",,,,
795,096-354-6694,52,TRUE,เติมเงิน,"17,900",,,,
796,080-354-6935,43,TRUE,เติมเงิน,"39,900",,,,
797,080-354-9794,49,TRUE,เติมเงิน,"17,900",,,,
798,097-356-3541,43,TRUE,เติมเงิน,"14,900",,,,
799,097-356-3559,52,TRUE,เติมเงิน,"39,900",,,,
800,080-356-3619,41,TRUE,เติมเงิน,"29,900",,,,
801,097-356-6265,49,TRUE,เติมเงิน,"39,900",,,,
802,064-356-6945,48,TRUE,เติมเงิน,"39,900",,,,
803,080-356-9224,39,TRUE,เติมเงิน,"19,900",,,,
804,096-356-9514,48,TRUE,เติมเงิน,"19,900",,,,
805,097-359-1416,45,TRUE,เติมเงิน,"19,900",,,,
806,097-359-1923,48,TRUE,เติมเงิน,"17,900",,,,
807,095-359-3654,49,TRUE,เติมเงิน,"19,900",,,,
808,097-359-3923,50,TRUE,เติมเงิน,"17,900",,,,
809,097-359-4497,57,TRUE,เติมเงิน,"12,900",,,,
810,095-359-4546,50,TRUE,เติมเงิน,"19,900",,,,
811,097-359-5964,57,TRUE,เติมเงิน,"19,900",,,,
812,097-359-6394,55,TRUE,เติมเงิน,"19,900",,,,
813,080-359-6966,52,TRUE,เติมเงิน,"12,900",,,,
814,080-359-9261,43,TRUE,เติมเงิน,"14,900",,,,
815,097-359-9456,57,TRUE,เติมเงิน,"32,900",,,,
816,097-359-9624,54,TRUE,เติมเงิน,"19,900",,,,
817,080-361-4519,37,TRUE,เติมเงิน,"39,900",,,,
818,080-361-4956,42,TRUE,เติมเงิน,"32,900",,,,
819,080-361-5149,37,TRUE,เติมเงิน,"29,900",,,,
820,097-361-5961,47,TRUE,เติมเงิน,"14,900",,,,
821,097-361-6693,50,TRUE,เติมเงิน,"17,900",,,,
822,080-361-6916,40,TRUE,เติมเงิน,"19,900",,,,
823,080-361-9954,45,TRUE,เติมเงิน,"17,900",,,,
824,080-362-2623,32,TRUE,เติมเงิน,"17,900",,,,
825,096-362-3959,52,TRUE,เติมเงิน,"39,900",,,,
826,080-362-6453,37,TRUE,เติมเงิน,"17,900",,,,
827,080-362-6465,40,TRUE,เติมเงิน,"34,900",,,,
828,080-362-9791,45,TRUE,เติมเงิน,"14,900",,,,
829,080-363-2651,34,TRUE,เติมเงิน,"24,900",,,,
830,080-363-5159,40,TRUE,เติมเงิน,"39,900",,,,
831,080-364-2397,42,TRUE,เติมเงิน,"12,900",,,,
832,080-364-2416,34,TRUE,เติมเงิน,"19,900",,,,
833,095-364-4695,51,TRUE,เติมเงิน,"34,900",,,,
834,080-364-5399,47,TRUE,เติมเงิน,"29,900",,,,
835,080-365-1546,38,TRUE,เติมเงิน,"19,900",,,,
836,080-365-4649,45,TRUE,เติมเงิน,"29,900",,,,
837,095-365-5495,51,TRUE,เติมเงิน,"39,900",,,,
838,095-365-6965,54,TRUE,เติมเงิน,"39,900",,,,
839,080-369-1966,48,TRUE,เติมเงิน,"19,900",,,,
840,080-369-2987,52,TRUE,เติมเงิน,"19,900",,,,
841,080-369-4166,43,TRUE,เติมเงิน,"19,900",,,,
842,080-369-4197,47,TRUE,เติมเงิน,"19,900",,,,
843,095-369-4651,48,TRUE,เติมเงิน,"24,900",,,,
844,080-369-5146,42,TRUE,เติมเงิน,"19,900",,,,
845,080-369-6293,46,TRUE,เติมเงิน,"17,900",,,,
846,095-369-9451,51,TRUE,เติมเงิน,"22,900",,,,
847,095-369-9454,54,TRUE,เติมเงิน,"19,900",,,,
848,095-369-9615,53,TRUE,เติมเงิน,"39,900",,,,
849,095-369-9616,54,TRUE,เติมเงิน,"19,900",,,,
850,095-414-2645,40,TRUE,เติมเงิน,"32,900",,,,
851,096-414-2915,41,TRUE,เติมเงิน,"32,900",,,,
852,096-414-2945,44,TRUE,เติมเงิน,"32,900",,,,
853,096-414-2946,45,TRUE,เติมเงิน,"19,900",,,,
854,096-414-2951,41,TRUE,เติมเงิน,"24,900",,,,
855,096-414-2954,44,TRUE,เติมเงิน,"17,900",,,,
856,096-414-2956,46,TRUE,เติมเงิน,"32,900",,,,
857,096-414-2965,46,TRUE,เติมเงิน,"29,900",,,,
858,096-414-4156,40,TRUE,เติมเงิน,"29,900",,,,
859,096-414-4165,40,TRUE,เติมเงิน,"29,900",,,,
860,096-414-4265,41,TRUE,เติมเงิน,"29,900",,,,
861,096-414-4565,44,TRUE,เติมเงิน,"29,900",,,,
862,096-414-4624,40,TRUE,เติมเงิน,"17,900",,,,
863,096-414-4629,45,TRUE,เติมเงิน,"29,900",,,,
864,096-414-4651,40,TRUE,เติมเงิน,"24,900",,,,
865,096-414-4656,45,TRUE,เติมเงิน,"32,900",,,,
866,096-414-4691,44,TRUE,เติมเงิน,"14,900",,,,
867,096-414-4916,44,TRUE,เติมเงิน,"19,900",,,,
868,096-414-4926,45,TRUE,เติมเงิน,"19,900",,,,
869,096-414-5156,41,TRUE,เติมเงิน,"32,900",,,,
870,096-414-5159,44,TRUE,เติมเงิน,"39,900",,,,
871,096-414-5165,41,TRUE,เติมเงิน,"29,900",,,,
872,096-414-5465,44,TRUE,เติมเงิน,"29,900",,,,
873,096-414-5519,44,TRUE,เติมเงิน,"39,900",,,,
874,096-414-5624,41,TRUE,เติมเงิน,"19,900",,,,
875,096-414-5645,44,TRUE,เติมเงิน,"32,900",,,,
876,096-414-5915,44,TRUE,เติมเงิน,"32,900",,,,
877,096-414-5951,44,TRUE,เติมเงิน,"24,900",,,,
878,096-414-6154,40,TRUE,เติมเงิน,"17,900",,,,
879,096-414-6156,42,TRUE,เติมเงิน,"32,900",,,,
880,096-414-6159,45,TRUE,เติมเงิน,"39,900",,,,
881,096-414-6165,42,TRUE,เติมเงิน,"29,900",,,,
882,096-414-6195,45,TRUE,เติมเงิน,"32,900",,,,
883,096-414-6245,41,TRUE,เติมเงิน,"32,900",,,,
884,096-414-6451,40,TRUE,เติมเงิน,"24,900",,,,
885,096-414-6515,41,TRUE,เติมเงิน,"32,900",,,,
886,096-414-6519,45,TRUE,เติมเงิน,"39,900",,,,
887,096-414-6545,44,TRUE,เติมเงิน,"32,900",,,,
888,096-414-6564,45,TRUE,เติมเงิน,"19,900",,,,
889,096-414-6645,45,TRUE,เติมเงิน,"32,900",,,,
890,096-414-6695,50,TRUE,เติมเงิน,"32,900",,,,
891,096-414-6915,45,TRUE,เติมเงิน,"32,900",,,,
892,096-414-6965,50,TRUE,เติมเงิน,"29,900",,,,
893,096-414-9156,45,TRUE,เติมเงิน,"32,900",,,,
894,096-414-9245,44,TRUE,เติมเงิน,"32,900",,,,
895,096-414-9265,46,TRUE,เติมเงิน,"29,900",,,,
896,096-414-9515,44,TRUE,เติมเงิน,"32,900",,,,
897,095-414-9649,51,TRUE,เติมเงิน,"29,900",,,,
898,095-414-9694,51,TRUE,เติมเงิน,"17,900",,,,
899,096-414-9895,55,TRUE,เติมเงิน,"32,900",,,,
900,096-415-1415,36,TRUE,เติมเงิน,"34,900",,,,
901,096-415-1424,36,TRUE,เติมเงิน,"17,900",,,,
902,096-415-1465,41,TRUE,เติมเงิน,"32,900",,,,
903,096-415-1695,46,TRUE,เติมเงิน,"34,900",,,,
904,096-415-1915,41,TRUE,เติมเงิน,"39,900",,,,
905,096-415-1951,41,TRUE,เติมเงิน,"29,900",,,,
906,096-415-1954,44,TRUE,เติมเงิน,"19,900",,,,
907,096-415-1956,46,TRUE,เติมเงิน,"32,900",,,,
908,096-415-1965,46,TRUE,เติมเงิน,"32,900",,,,
909,096-415-4156,41,TRUE,เติมเงิน,"32,900",,,,
910,096-415-4159,44,TRUE,เติมเงิน,"39,900",,,,
911,096-415-4165,41,TRUE,เติมเงิน,"32,900",,,,
912,096-415-4195,44,TRUE,เติมเงิน,"39,900",,,,
913,096-415-4245,40,TRUE,เติมเงิน,"39,900",,,,
914,096-415-4265,42,TRUE,เติมเงิน,"32,900",,,,
915,096-415-4295,45,TRUE,เติมเงิน,"39,900",,,,
916,096-415-4465,44,TRUE,เติมเงิน,"32,900",,,,
917,096-415-4515,40,TRUE,เติมเงิน,"39,900",,,,
918,096-415-4565,45,TRUE,เติมเงิน,"32,900",,,,
919,096-415-4645,44,TRUE,เติมเงิน,"39,900",,,,
920,096-415-4651,41,TRUE,เติมเงิน,"29,900",,,,
921,096-415-4915,44,TRUE,เติมเงิน,"39,900",,,,
922,096-415-4951,44,TRUE,เติมเงิน,"29,900",,,,
923,095-415-4989,54,TRUE,เติมเงิน,"34,900",,,,
924,096-415-4989,55,TRUE,เติมเงิน,"34,900",,,,
925,096-415-5154,40,TRUE,เติมเงิน,"19,900",,,,
926,096-415-5156,42,TRUE,เติมเงิน,"32,900",,,,
927,096-415-5164,41,TRUE,เติมเงิน,"19,900",,,,
928,096-415-5165,42,TRUE,เติมเงิน,"32,900",,,,
929,096-415-5415,40,TRUE,เติมเงิน,"34,900",,,,
930,096-415-5451,40,TRUE,เติมเงิน,"29,900",,,,
931,096-415-5464,44,TRUE,เติมเงิน,"19,900",,,,
932,096-415-5615,42,TRUE,เติมเงิน,"39,900",,,,
933,096-415-5645,45,TRUE,เติมเงิน,"39,900",,,,
934,096-415-5914,44,TRUE,เติมเงิน,"19,900",,,,
935,095-415-5989,55,TRUE,เติมเงิน,"34,900",,,,
936,096-415-6154,41,TRUE,เติมเงิน,"19,900",,,,
937,096-415-6159,46,TRUE,เติมเงิน,"39,900",,,,
938,096-415-6195,46,TRUE,เติมเงิน,"39,900",,,,
939,096-415-6197,48,TRUE,เติมเงิน,"19,900",,,,
940,096-415-6265,44,TRUE,เติมเงิน,"32,900",,,,
941,096-415-6419,45,TRUE,เติมเงิน,"29,900",,,,
942,096-415-6424,41,TRUE,เติมเงิน,"19,900",,,,
943,096-415-6451,41,TRUE,เติมเงิน,"29,900",,,,
944,096-415-6465,46,TRUE,เติมเงิน,"32,900",,,,
945,096-415-6515,42,TRUE,เติมเงิน,"39,900",,,,
946,096-415-6545,45,TRUE,เติมเงิน,"39,900",,,,
947,096-415-6546,46,TRUE,เติมเงิน,"22,900",,,,
948,096-415-6645,46,TRUE,เติมเงิน,"34,900",,,,
949,096-415-6695,51,TRUE,เติมเงิน,"29,900",,,,
950,096-415-6915,46,TRUE,เติมเงิน,"39,900",,,,
951,096-415-9154,44,TRUE,เติมเงิน,"19,900",,,,
952,096-415-9145,44,TRUE,เติมเงิน,"39,900",,,,
953,096-415-9156,46,TRUE,เติมเงิน,"32,900",,,,
954,096-415-9245,45,TRUE,เติมเงิน,"39,900",,,,
955,096-415-9451,44,TRUE,เติมเงิน,"29,900",,,,
956,096-415-9515,45,TRUE,เติมเงิน,"39,900",,,,
957,096-415-9659,54,TRUE,เติมเงิน,"39,900",,,,
958,096-415-9956,54,TRUE,เติมเงิน,"32,900",,,,
959,096-415-9965,54,TRUE,เติมเงิน,"32,900",,,,
960,096-416-1459,45,TRUE,เติมเงิน,"39,900",,,,
961,096-416-1465,42,TRUE,เติมเงิน,"29,900",,,,
962,096-416-1495,45,TRUE,เติมเงิน,"34,900",,,,
963,096-416-1545,41,TRUE,เติมเงิน,"32,900",,,,
964,096-416-1564,42,TRUE,เติมเงิน,"17,900",,,,
965,096-416-1595,46,TRUE,เติมเงิน,"34,900",,,,
966,096-416-1945,45,TRUE,เติมเงิน,"32,900",,,,
967,096-416-1951,42,TRUE,เติมเงิน,"29,900",,,,
968,096-416-1954,45,TRUE,เติมเงิน,"17,900",,,,
969,096-416-1959,50,TRUE,เติมเงิน,"39,900",,,,
970,096-416-2419,42,TRUE,เติมเงิน,"29,900",,,,
971,096-416-2454,41,TRUE,เติมเงิน,"17,900",,,,
972,096-416-2459,46,TRUE,เติมเงิน,"39,900",,,,
973,096-416-2495,46,TRUE,เติมเงิน,"34,900",,,,
974,096-416-2954,46,TRUE,เติมเงิน,"17,900",,,,
975,096-416-3295,45,TRUE,เติมเงิน,"34,900",,,,
976,096-416-4145,40,TRUE,เติมเงิน,"32,900",,,,
977,096-416-4149,44,TRUE,เติมเงิน,"29,900",,,,
978,096-416-4154,40,TRUE,เติมเงิน,"17,900",,,,
979,096-416-4156,42,TRUE,เติมเงิน,"32,900",,,,
980,096-416-4159,45,TRUE,เติมเงิน,"39,900",,,,
981,096-416-4165,42,TRUE,เติมเงิน,"29,900",,,,
982,096-416-4195,45,TRUE,เติมเงิน,"32,900",,,,
983,096-416-4415,40,TRUE,เติมเงิน,"34,900",,,,
984,096-416-4451,40,TRUE,เติมเงิน,"24,900",,,,
985,096-416-4465,45,TRUE,เติมเงิน,"29,900",,,,
986,096-416-4515,41,TRUE,เติมเงิน,"34,900",,,,
987,096-416-4519,45,TRUE,เติมเงิน,"39,900",,,,
988,096-416-4541,40,TRUE,เติมเงิน,"14,900",,,,
989,096-416-4564,45,TRUE,เติมเงิน,"17,900",,,,
990,096-416-4565,46,TRUE,เติมเงิน,"29,900",,,,
991,096-416-4615,42,TRUE,เติมเงิน,"34,900",,,,
992,096-416-4624,42,TRUE,เติมเงิน,"17,900",,,,
993,096-416-4651,42,TRUE,เติมเงิน,"29,900",,,,
994,096-416-4659,50,TRUE,เติมเงิน,"39,900",,,,
995,096-416-4695,50,TRUE,เติมเงิน,"34,900",,,,
996,096-416-4915,45,TRUE,เติมเงิน,"39,900",,,,
997,096-416-4924,45,TRUE,เติมเงิน,"17,900",,,,
998,096-416-4951,45,TRUE,เติมเงิน,"29,900",,,,
999,096-416-4954,48,TRUE,เติมเงิน,"17,900",,,,
1000,096-416-4956,50,TRUE,เติมเงิน,"32,900",,,,
1001,096-416-4965,50,TRUE,เติมเงิน,"29,900",,,,
1002,096-416-5145,41,TRUE,เติมเงิน,"39,900",,,,
1003,096-416-5149,45,TRUE,เติมเงิน,"29,900",,,,
1004,096-416-5154,41,TRUE,เติมเงิน,"17,900",,,,
1005,096-416-5159,46,TRUE,เติมเงิน,"39,900",,,,
1006,096-416-5194,45,TRUE,เติมเงิน,"17,900",,,,
1007,096-416-5195,46,TRUE,เติมเงิน,"34,900",,,,
1008,096-416-5415,41,TRUE,เติมเงิน,"39,900",,,,
1009,096-416-5419,45,TRUE,เติมเงิน,"29,900",,,,
1010,096-416-5424,41,TRUE,เติมเงิน,"17,900",,,,
1011,096-416-5429,46,TRUE,เติมเงิน,"29,900",,,,
1012,096-416-5451,41,TRUE,เติมเงิน,"29,900",,,,
1013,096-416-5465,46,TRUE,เติมเงิน,"29,900",,,,
1014,096-416-5541,41,TRUE,เติมเงิน,"14,900",,,,
1015,096-416-5616,44,TRUE,เติมเงิน,"19,900",,,,
1016,096-416-5645,46,TRUE,เติมเงิน,"39,900",,,,
1017,096-416-5649,50,TRUE,เติมเงิน,"29,900",,,,
1018,095-416-5915,45,TRUE,เติมเงิน,"39,900",,,,
1019,096-416-5915,46,TRUE,เติมเงิน,"39,900",,,,
1020,096-416-5946,50,TRUE,เติมเงิน,"19,900",,,,
1021,096-416-5951,46,TRUE,เติมเงิน,"29,900",,,,
1022,096-416-5964,50,TRUE,เติมเงิน,"17,900",,,,
1023,096-416-5965,51,TRUE,เติมเงิน,"29,900",,,,
1024,096-416-6451,42,TRUE,เติมเงิน,"29,900",,,,
1025,096-416-6454,45,TRUE,เติมเงิน,"17,900",,,,
1026,096-416-6459,50,TRUE,เติมเงิน,"39,900",,,,
1027,095-416-6519,46,TRUE,เติมเงิน,"39,900",,,,
1028,096-416-6541,42,TRUE,เติมเงิน,"14,900",,,,
1029,096-416-6545,46,TRUE,เติมเงิน,"39,900",,,,
1030,096-416-6954,50,TRUE,เติมเงิน,"17,900",,,,
1031,095-416-9154,44,TRUE,เติมเงิน,"17,900",,,,
1032,096-416-9154,45,TRUE,เติมเงิน,"17,900",,,,
1033,096-416-9159,50,TRUE,เติมเงิน,"39,900",,,,
1034,096-416-9195,50,TRUE,เติมเงิน,"34,900",,,,
1035,096-416-9245,46,TRUE,เติมเงิน,"39,900",,,,
1036,096-416-9415,45,TRUE,เติมเงิน,"39,900",,,,
1037,096-416-9451,45,TRUE,เติมเงิน,"29,900",,,,
1038,096-416-9515,46,TRUE,เติมเงิน,"39,900",,,,
1039,096-416-9541,45,TRUE,เติมเงิน,"14,900",,,,
1040,096-416-9564,50,TRUE,เติมเงิน,"17,900",,,,
1041,096-416-9645,50,TRUE,เติมเงิน,"39,900",,,,
1042,096-416-9659,55,TRUE,เติมเงิน,"39,900",,,,
1043,096-416-9915,50,TRUE,เติมเงิน,"39,900",,,,
1044,096-416-9924,50,TRUE,เติมเงิน,"17,900",,,,
1045,096-419-1415,40,TRUE,เติมเงิน,"39,900",,,,
1046,096-419-1429,45,TRUE,เติมเงิน,"29,900",,,,
1047,096-419-1451,40,TRUE,เติมเงิน,"24,900",,,,
1048,096-419-1465,45,TRUE,เติมเงิน,"32,900",,,,
1049,096-419-1615,42,TRUE,เติมเงิน,"39,900",,,,
1050,096-419-1641,41,TRUE,เติมเงิน,"14,900",,,,
1051,096-419-1645,45,TRUE,เติมเงิน,"39,900",,,,
1052,096-419-1646,46,TRUE,เติมเงิน,"19,900",,,,
1053,096-419-1651,42,TRUE,เติมเงิน,"24,900",,,,
1054,095-419-1656,46,TRUE,เติมเงิน,"32,900",,,,
1055,096-419-1659,50,TRUE,เติมเงิน,"39,900",,,,
1056,096-419-1695,50,TRUE,เติมเงิน,"39,900",,,,
1057,096-419-2239,45,TRUE,เติมเงิน,"29,900",,,,
1058,096-419-2415,41,TRUE,เติมเงิน,"39,900",,,,
1059,096-419-2451,41,TRUE,เติมเงิน,"29,900",,,,
1060,096-419-2454,44,TRUE,เติมเงิน,"19,900",,,,
1061,096-419-2464,45,TRUE,เติมเงิน,"22,900",,,,
1062,096-419-2915,46,TRUE,เติมเงิน,"39,900",,,,
1063,096-419-2956,51,TRUE,เติมเงิน,"39,900",,,,
1064,096-419-2959,54,TRUE,เติมเงิน,"39,900",,,,
1065,096-419-2964,50,TRUE,เติมเงิน,"22,900",,,,
1066,096-419-2965,51,TRUE,เติมเงิน,"32,900",,,,
1067,096-419-4151,40,TRUE,เติมเงิน,"24,900",,,,
1068,096-419-4156,45,TRUE,เติมเงิน,"39,900",,,,
1069,096-419-4245,44,TRUE,เติมเงิน,"39,900",,,,
1070,096-419-4246,45,TRUE,เติมเงิน,"22,900",,,,
1071,096-419-4426,45,TRUE,เติมเงิน,"14,900",,,,
1072,096-419-4594,51,TRUE,เติมเงิน,"22,900",,,,
1073,096-419-4615,45,TRUE,เติมเงิน,"39,900",,,,
1074,096-419-4954,51,TRUE,เติมเงิน,"22,900",,,,
1075,096-419-5154,44,TRUE,เติมเงิน,"22,900",,,,
1076,096-419-5415,44,TRUE,เติมเงิน,"39,900",,,,
1077,096-419-5451,44,TRUE,เติมเงิน,"24,900",,,,
1078,096-419-5641,45,TRUE,เติมเงิน,"14,900",,,,
1079,096-419-5156,46,TRUE,เติมเงิน,"39,900",,,,
1080,096-419-5629,51,TRUE,เติมเงิน,"29,900",,,,
1081,096-419-5659,54,TRUE,เติมเงิน,"39,900",,,,
1082,096-419-5695,54,TRUE,เติมเงิน,"39,900",,,,
1083,096-419-5965,54,TRUE,เติมเงิน,"32,900",,,,
1084,096-419-6145,45,TRUE,เติมเงิน,"39,900",,,,
1085,096-419-6151,42,TRUE,เติมเงิน,"24,900",,,,
1086,096-419-6154,45,TRUE,เติมเงิน,"22,900",,,,
1087,096-419-6159,50,TRUE,เติมเงิน,"39,900",,,,
1088,096-419-6195,50,TRUE,เติมเงิน,"39,900",,,,
1089,096-419-6245,46,TRUE,เติมเงิน,"39,900",,,,
1090,096-419-6295,51,TRUE,เติมเงิน,"39,900",,,,
1091,096-419-6429,50,TRUE,เติมเงิน,"29,900",,,,
1092,096-419-6451,45,TRUE,เติมเงิน,"24,900",,,,
1093,096-419-6514,45,TRUE,เติมเงิน,"22,900",,,,
1094,096-419-6595,54,TRUE,เติมเงิน,"39,900",,,,
1095,096-419-6645,50,TRUE,เติมเงิน,"34,900",,,,
1096,096-419-6649,54,TRUE,เติมเงิน,"29,900",,,,
1097,096-419-6695,55,TRUE,เติมเงิน,"39,900",,,,
1098,096-419-6915,50,TRUE,เติมเงิน,"39,900",,,,
1099,096-419-6919,54,TRUE,เติมเงิน,"29,900",,,,
1100,096-419-6929,55,TRUE,เติมเงิน,"29,900",,,,
1101,096-419-6946,54,TRUE,เติมเงิน,"19,900",,,,
1102,096-419-6956,55,TRUE,เติมเงิน,"39,900",,,,
1103,096-419-8945,55,TRUE,เติมเงิน,"39,900",,,,
1104,096-419-8949,59,TRUE,เติมเงิน,"29,900",,,,
1105,096-419-9165,50,TRUE,เติมเงิน,"32,900",,,,
1106,096-419-9295,54,TRUE,เติมเงิน,"39,900",,,,
1107,096-419-9516,50,TRUE,เติมเงิน,"22,900",,,,
1108,096-419-9565,54,TRUE,เติมเงิน,"32,900",,,,
1109,096-419-9615,50,TRUE,เติมเงิน,"39,900",,,,
1110,096-419-9629,55,TRUE,เติมเงิน,"29,900",,,,
1111,096-419-9691,54,TRUE,เติมเงิน,"14,900",,,,
1112,083-423-5941,39,TRUE,เติมเงิน,"14,900",,,,
1113,083-423-6291,38,TRUE,เติมเงิน,"14,900",,,,
1114,095-423-6499,51,TRUE,เติมเงิน,"29,900",,,,
1115,096-423-6979,55,TRUE,เติมเงิน,"24,900",,,,
1116,083-423-9423,38,TRUE,เติมเงิน,"19,900",,,,
1117,096-423-9554,47,TRUE,เติมเงิน,"22,900",,,,
1118,083-423-9646,45,TRUE,เติมเงิน,"19,900",,,,
1119,096-424-1493,42,TRUE,เติมเงิน,"19,900",,,,
1120,095-424-4954,46,TRUE,เติมเงิน,"22,900",,,,
1121,095-424-6156,42,TRUE,เติมเงิน,"39,900",,,,
1122,095-424-6245,41,TRUE,เติมเงิน,"34,900",,,,
1123,083-424-6295,43,TRUE,เติมเงิน,"39,900",,,,
1124,095-424-6364,43,TRUE,เติมเงิน,"22,900",,,,
1125,064-424-6466,42,TRUE,เติมเงิน,"12,900",,,,
1126,095-424-6624,42,TRUE,เติมเงิน,"19,900",,,,
1127,095-426-2454,41,TRUE,เติมเงิน,"19,900",,,,
1128,083-426-2939,46,TRUE,เติมเงิน,"29,900",,,,
1129,095-426-4145,40,TRUE,เติมเงิน,"34,900",,,,
1130,083-426-6165,41,TRUE,เติมเงิน,"29,900",,,,
1131,083-426-9161,40,TRUE,เติมเงิน,"14,900",,,,
1132,095-426-9915,50,TRUE,เติมเงิน,"34,900",,,,
1133,095-426-9965,55,TRUE,เติมเงิน,"29,900",,,,
